Domain;Subdomain;Skill
"Independent Living Skills	Community Travel	CT3. Locates phone number for stores or community resources";;
"Independent Living Skills	Community Travel	CT4. Determines when stores will be open";;
"Independent Living Skills	Community Travel	CT5. Knows directions on a map";;
"Independent Living Skills	Community Travel	CT6. Reads maps";;
"Independent Living Skills	Community Travel	CT7. Uses printed maps";;
"Independent Living Skills	Community Travel	CT8. Uses map applications";;
"Independent Living Skills	Community Travel	CT9. Estimates travel time";;
"Independent Living Skills	Community Travel	CT10. Determines how to get to a location";;
"Independent Living Skills	Community Travel	CT11. Estimates arrival time";;
"Independent Living Skills	Community Travel	CT12. Plans multiple stop route";;
"Independent Living Skills	Community Travel	CT13. Plans transportation for an outing";;
"Independent Living Skills	Community Travel	CT14. Monitors traffic while walking";;
"Independent Living Skills	Community Travel	CT15. Varies routes to familiar destinations";;
"Independent Living Skills	Community Travel	CT16. States location and direction of travel";;
"Independent Living Skills	Community Travel	CT17. Arrives at specified location at correct time";;
"Independent Living Skills	Community Travel	CT18. Stays with others when walking together";;
"Independent Living Skills	Community Travel	CT19. Signals when making a stop while walking";;
"Independent Living Skills	Community Travel	CT20. Emergency stop buttons";;
"Independent Living Skills	Community Travel	CT21. Calls for help button on elevator";;
"Independent Living Skills	Community Travel	CT22. Locks bicycle";;
"Independent Living Skills	Community Travel	CT23. Adjusts tire pressure";;
"Independent Living Skills	Community Travel	CT24. Wears bicycle helmet";;
"Independent Living Skills	Community Travel	CT25. Uses bicycle hand signals";;
"Independent Living Skills	Community Travel	CT26. Safe bicycle riding";;
"Independent Living Skills	Community Travel Objectives	Learner will state at least 6 places where specific services or items are often obtained by the learner.";;
"Independent Living Skills	Community Travel Objectives	Learner will state the general location of at least 5 stores, schools, hospitals, malls, or other points of interest in the community.";;
"Independent Living Skills	Community Travel Objectives	Learner will locate the phone number of a store or other community resource using a phone book, the internet, or by dialing directory assistance.";;
"Independent Living Skills	Community Travel Objectives	When unsure of the hours a store is open, learner will call the store or check their website to determine the times that the store will be open.";;
"Independent Living Skills	Community Travel Objectives	Learner will identify the four major compass positions when looking at a map.";;
"Independent Living Skills	Community Travel Objectives	Learner will locate streets, intersections, recognize legend symbols, and calculate approximate distances between locations.";;
"Independent Living Skills	Community Travel Objectives	Learner will locate major locations and streets on a printed map, and use a map to plot a course of travel to a specified destination.";;
"Independent Living Skills	Community Travel Objectives	Learner will use the internet or map application to determine distances and directions to specific locations in the community.";;
"Independent Living Skills	Community Travel Objectives	Learner will give a description of how long it will take to travel to a specified location in the community using different means of travel.";;
"Independent Living Skills	Community Travel Objectives	Learner will consider the distance and location of a destination and determine the possible means to reach that destination.";;
"Independent Living Skills	Community Travel Objectives	Learner will estimate arrival times when traveling.";;
"Independent Living Skills	Community Travel Objectives	Learner will determine the routes for making multiple stops within the community.";;
"Independent Living Skills	Community Travel Objectives	Learner will call, buy tickets for, or otherwise secure transportation for an outing.";;
"Independent Living Skills	Community Travel Objectives	Learner will state at least 6 major driving laws and consistently watch moving vehicles to ensure safety as a pedestrian.";;
"Independent Living Skills	Community Travel Objectives	Learner will use at least 2 routes to walk to at least 2 known locations within a half mile from the primary residence.";;
"Independent Living Skills	Community Travel Objectives	Learner will identify location by stating the name of the street, the nearest intersection, the general direction of travel on a particular street and the nearest street address.";;
"Independent Living Skills	Community Travel Objectives	Learner will be prompt at a specified location at a prearranged time.";;
"Independent Living Skills	Community Travel Objectives	When walking with others, learner will remain within close proximity of group.";;
"Independent Living Skills	Community Travel Objectives	When walking with others, learner will signal others if stopping so that group remains near each other.";;
"Independent Living Skills	Community Travel Objectives	Learner will locate and describe the functions of emergency buttons found on escalators, moving walkways, elevators, trains.";;
"Independent Living Skills	Community Travel Objectives	Learner will locate and describe the call for help button found on elevators.";;
"Independent Living Skills	Community Travel Objectives	Learner will lock bicycle to secure fixtures when not in use.";;
"Independent Living Skills	Community Travel Objectives	Learner will measure and adjust tire pressure to amounts indicated for tires.";;
"Independent Living Skills	Community Travel Objectives	Learner will consistently wear a helmet when riding a bicycle.";;
"Independent Living Skills	Community Travel Objectives	Learner will use hand signals when riding a bicycle to alert others of his change in direction or intention to stop.";;
"Independent Living Skills	Community Travel Objectives	When riding in traffic, learner will ride bike in a safe manner.";;
"Independent Living Skills	Transportation	TR1. Locates bus or train stops";;
"Independent Living Skills	Transportation	TR2. Uses bus and train schedules";;
"Independent Living Skills	Transportation	TR3. Checks bus and train numbers";;
"Independent Living Skills	Transportation	TR4. Buys public transportation tickets and passes";;
"Independent Living Skills	Transportation	TR5. Pays for transportation";;
"Independent Living Skills	Transportation	TR6. Enters local train station and goes to correct platform";;
"Independent Living Skills	Transportation	TR7. Selects appropriate seat on public transportation";;
"Independent Living Skills	Transportation	TR8. Signals bus driver to stop";;
"Independent Living Skills	Transportation	TR9. Uses taxis";;
"Independent Living Skills	Transportation	TR10. Secures valuables and ensures windows are rolled up prior to leaving a car";;
"Independent Living Skills	Transportation	TR11. Returns to where car was parked";;
"Independent Living Skills	Transportation	TR12. Scans parking lots to ensure safety";;
"Independent Living Skills	Transportation	TR13. Keeps keys in hand until in car";;
"Independent Living Skills	Transportation	TR14. Locks doors when getting into car";;
"Independent Living Skills	Transportation	TR15. Observes driving laws";;
"Independent Living Skills	Transportation	TR16. Maintains auto registration and proof of insurance";;
"Independent Living Skills	Transportation	TR17. Performs simple car maintenance tasks";;
"Independent Living Skills	Transportation	TR18. Recognizes mechanical problems with a car";;
"Independent Living Skills	Transportation	TR19. Vehicle breakdown safety";;
"Independent Living Skills	Transportation	TR20. Drives attentively";;
